Id,Hazard
6,3.86662055472
7,3.48146264251
8,3.8821005209
9,3.47674469865
10,2.83924372892
11,5.20355771256
13,3.63829666351
14,5.49163504527
16,5.62332084189
17,3.28999113322
18,6.30233931895
20,3.28043060916
27,4.29069084036
28,3.56133201467
29,2.38944318814
30,2.99966889789
34,3.43122398573
35,3.47616974815
36,6.28527313683
37,2.47867598364
38,3.89697260147
40,2.65780010976
42,4.57352262259
46,3.79905888186
47,5.36363120605
48,3.84267727168
49,6.17742159649
51,3.57825627523
52,5.13490736734
53,2.8702358862
54,2.06209325458
55,2.85629335403
56,5.22489017251
57,2.84744342931
60,4.2534020431
61,2.13936755129
64,6.00285712838
65,4.14651362743
66,3.31658743003
68,4.6161776159
70,4.52940092543
71,2.51482386558
75,2.31066808565
76,3.01743887964
78,3.5258910247
80,6.23639839298
81,2.80178395668
82,5.06367472158
83,2.36986611889
85,5.30126276559
86,2.25857168321
87,6.81818466086
89,4.07881859963
90,3.94292380521
91,3.98345304314
92,3.68968963905
95,2.20218751128
97,4.81450153953
99,5.30367737472
101,3.96338488363
102,1.89129300327
103,3.80721407627
104,3.28640327589
107,5.85590387261
108,2.88606770788
111,6.5375728943
112,6.01235456628
115,3.8539234444
119,3.4171119079
121,6.72466258007
124,5.27251597628
128,4.64472307355
130,5.9641233091
131,4.12024721345
133,6.19900430009
134,2.98408983525
137,3.33270894876
138,6.16388849364
142,1.88872323102
143,4.41432265569
144,3.54080881568
145,5.38731705196
147,4.08788142145
148,5.51484357577
152,2.92085178464
154,6.95628876185
158,2.72811661087
159,4.16494132715
160,3.24618129376
161,3.8460452235
164,2.76092451288
165,3.71965737122
166,2.2162104309
167,3.15439159787
169,3.31342816502
170,3.34033773837
171,3.58227118157
175,2.19562136523
177,4.20445293072
178,5.3485811872
180,2.39418197719
182,2.22811753805
184,4.40834969104
185,4.66358437065
186,3.07933759837
190,7.71834682804
191,4.01365620822
192,1.4897684917
195,3.25394684348
196,3.74877778479
197,2.59486961872
198,3.70048141564
199,3.7663722316
200,3.93083124505
204,3.17217249529
205,2.79554260561
207,2.35800119887
208,3.354969537
209,4.73678236199
211,6.25812433899
216,5.77010958067
217,1.73927117272
220,5.80516674527
223,4.30120474702
224,4.05437391109
230,3.14592200146
232,4.30915218268
235,4.77909615667
236,5.81161926917
238,3.8925719128
240,2.39030332578
242,7.07860364127
244,2.21549466667
245,4.00947549585
248,6.48379708929
251,4.9586598891
256,2.21225479819
258,3.6848192635
259,5.71744120337
261,4.5406011704
267,5.74077101899
268,3.27273497814
270,7.25742736911
272,10.9993538678
273,2.21575824994
275,1.65329678797
276,4.47928548213
277,2.58558375572
279,7.47667251906
283,2.92397383346
284,4.02100309748
286,3.64367355059
287,3.7804876969
288,3.33335298808
289,3.33487439524
292,2.72158402332
293,2.97313024086
295,2.61175118156
297,3.93239899075
301,4.64841344289
303,3.92687258236
304,1.49857956198
305,2.61547534561
308,3.88915075229
309,3.99667111879
313,3.61036462256
314,6.25345596992
315,3.03334730462
316,2.67143189574
318,3.7318514445
320,3.53435581286
324,3.30649101394
325,1.12125513615
326,3.49569526
327,4.38354750255
328,3.6391200284
332,5.1904471105
333,3.58201234293
336,2.53906300873
339,4.30632183832
340,7.16138687855
342,2.97913160115
344,4.80744806856
345,2.7934209559
346,2.66882706172
349,3.45532701494
353,3.80225362915
355,4.15278809894
360,3.49227082405
363,4.07647372467
366,3.34409508188
367,1.66653300791
369,4.03177048348
371,6.99783249994
372,3.10686595007
374,6.87640432422
375,2.70266413287
378,3.39974150121
379,2.20859663287
381,6.1081633605
382,2.24946217143
384,2.4664868282
385,3.72570284812
387,2.49809286149
388,3.94901593575
389,4.93349637766
390,3.55004597559
393,4.30578499846
394,6.81306441977
395,3.21484867825
397,2.45167171989
398,4.56738469418
399,1.7667370365
403,4.02812085062
404,2.0756906122
406,1.80515462836
407,4.78445363474
410,2.28681675869
411,4.4899137421
412,1.60568176993
413,3.15819988853
417,4.6137423613
419,3.75557631051
422,2.45256766439
425,3.49576814237
426,7.03773997826
427,7.52753675082
432,3.97283199199
434,2.54766826588
437,2.72697305328
438,3.90935917547
440,4.11770911739
441,2.27137201041
443,2.03699229528
445,5.18113309938
447,2.49671327345
449,2.82821912725
450,3.95507859485
451,2.01052411433
453,5.21196429811
455,3.51433852742
456,5.03760507954
459,6.07817654577
461,2.54113213401
463,5.26931364271
466,3.83299234738
467,2.4737598273
469,3.37512887082
470,2.63298446378
472,4.97893800189
477,5.815208245
481,2.18104194416
485,1.397145964
492,3.14703134858
494,5.16449927347
497,6.62179661548
503,4.3893830097
504,2.34803599872
507,4.32143863535
509,5.44252474661
511,4.99886248797
512,3.46323022264
513,3.36679017431
516,4.00721488477
517,2.59691137274
518,1.09321379135
522,5.086448931
525,2.30083827953
526,4.50536877731
527,2.99260229736
529,3.02795094743
534,3.45474249022
538,1.63855839857
540,3.25358268642
541,2.06377682576
542,2.92166390988
543,3.44057794897
544,5.34875620278
546,1.71301584735
547,2.19142938932
550,3.77780785095
554,2.85766589017
556,3.63023035952
558,3.77827319727
559,3.81317868258
560,4.98939741464
564,5.66801264262
565,3.04019209273
566,2.70981334576
567,5.7371423437
568,3.88683760955
570,3.01332770385
571,2.7773556414
575,4.53323680242
576,3.58121558893
585,3.09351406545
586,4.36324736875
589,2.71343483831
590,2.57999438566
591,3.86885031371
593,4.03456279909
594,5.14018196554
595,2.21362808894
596,4.87817646929
597,4.50896048573
598,4.39278739281
599,3.14209175874
600,4.27939857812
601,7.00513844702
609,2.42186444588
613,3.7484844103
619,2.91824985479
620,3.85606410642
621,3.07743412573
622,2.67195872724
623,3.62660152371
625,2.89844513511
626,1.58149375673
628,2.36901160571
629,4.08075078837
633,4.10659091561
634,6.38455643333
635,4.58327407026
636,4.97775642275
637,2.24754562662
638,2.20307677351
639,3.06378191767
640,5.51579773265
643,3.93482671758
645,2.96364111206
646,2.89577349099
647,4.66193525513
649,3.22520007626
650,4.31369843679
654,2.59469963334
656,2.52167497773
657,4.02744919016
661,6.37630945398
662,2.21098705804
663,4.80729455861
664,3.47880873433
667,3.41747807514
668,2.78789811742
